episode,reward,avg_reward,epsilon
93,0,0,0.13427426439359147
94,0,0,0.1342057843676569
95,0,0,0.1341374411649054
96,0,0,0.13406923451196406
97,0,0,0.13400116413600624
98,0,0,0.13393322976475025
99,0,0,0.1338654311264586
100,0,-1600.0,0.13379776794993659
101,0,-1500.0,0.13373023996453146
102,0,-1400.0,0.13359558848716332
103,0,-1300.0,0.13352846445659422
104,0,-1300.0,0.13346147453992768
105,0,-1200.0,0.13332789597699854
106,0,-1200.0,0.1332613067964215
107,-10000,-1300.0,0.12739593824917472
108,0,-1200.0,0.1273412011280432
109,0,-1200.0,0.12728657337175264
110,0,-1200.0,0.12723205476179197
111,0,-1200.0,0.12717764508008667
112,0,-1200.0,0.1271233441089979
113,0,-1200.0,0.12706915163132174
114,0,-1200.0,0.1270150674302882
115,-10000,-1300.0,0.12225117382330546
116,0,-1300.0,0.12220671594835308
117,0,-1300.0,0.12216234690029412
118,0,-1200.0,0.12211806650165231
119,0,-1200.0,0.122073874575306
120,-10000,-1200.0,0.11818132127178396
121,0,-1200.0,0.1181449949676533
122,0,-1200.0,0.11810874124352667
123,0,-1200.0,0.1180725599543892
124,0,-1200.0,0.11803645095551563
125,0,-1200.0,0.11800041410246992
126,0,-1200.0,0.11796444925110462
127,0,-1200.0,0.1179285562575603
128,0,-1200.0,0.11789273497826488
129,0,-1200.0,0.11782130698956653
130,0,-1200.0,0.1177856999944515
131,0,-1200.0,0.11775016414216018
132,0,-1200.0,0.11771469929054909
133,0,-1200.0,0.11767930529775877
134,0,-1200.0,0.11764398202221323
135,0,-1200.0,0.11760872932261929
136,0,-1200.0,0.11757354705796613
137,0,-1200.0,0.11753843508752462
138,0,-1200.0,0.11750339327084686
139,0,-1200.0,0.11743351953839333
140,0,-1200.0,0.11739868734312253
141,0,-1200.0,0.11736392474262433
142,0,-1200.0,0.11732923159784824
143,0,-1200.0,0.11729460777002164
144,0,-1200.0,0.11726005312064919
145,0,-1100.0,0.11722556751151222
146,0,-1100.0,0.11719115080466828
147,0,-1100.0,0.11715680286245048
148,0,-1100.0,0.117122523547467
149,0,-1100.0,0.11708831272260053
150,0,-1100.0,0.11705417025100776
151,0,-1100.0,0.1170200959961187
152,0,-1100.0,0.11698608982163634
153,0,-1100.0,0.11695215159153591
154,0,-1100.0,0.11691828117006445
155,0,-1100.0,0.1168507432113522
156,0,-1100.0,0.1168170754039595
157,0,-1100.0,0.11678347486489082
158,0,-1100.0,0.11674994145974399
159,0,-1100.0,0.11671647505438533
160,0,-1100.0,0.11664974270783732
161,0,-1000.0,0.11661647649971851
162,0,-900.0,0.11658327675752783
163,0,-900.0,0.11655014334846632
164,0,-900.0,0.11651707614000024
165,0,-800.0,0.11648407499986077
166,0,-700.0,0.11645113979604327
167,0,-600.0,0.11638546667067397
168,0,-600.0,0.1163527284864296
169,0,-600.0,0.11628744822005696
170,0,-600.0,0.11625490587680753
171,0,-600.0,0.1162224285532033
172,0,-600.0,0.11615766844555259
173,0,-600.0,0.11612538540246557
174,0,-600.0,0.11609316686094168
175,0,-600.0,0.1160610126921067
176,0,-600.0,0.11602892276734389
177,0,-600.0,0.1159968969582935
178,-10000,-700.0,0.11312337200833626
179,0,-700.0,0.11309715149357452
180,0,-700.0,0.11307098336743622
181,0,-700.0,0.11304486752524881
182,0,-700.0,0.11301880386254891
183,0,-700.0,0.1129927922750818
184,0,-700.0,0.11296683265880111
185,0,-600.0,0.11294092490986837
186,0,-600.0,0.11291506892465251
187,0,-600.0,0.11288926459972956
188,0,-500.0,0.11286351183188222
189,0,-500.0,0.11283781051809934
190,0,-400.0,0.11281216055557565
191,0,-400.0,0.11278656184171126
192,0,-400.0,0.1127610142741113
193,0,-400.0,0.11273551775058543
194,0,-400.0,0.11271007216914757
195,0,-400.0,0.11268467742801533
196,0,-400.0,0.11265933342560969
197,0,-400.0,0.11263404006055465
198,0,-400.0,0.1126087972316767
199,0,-400.0,0.11258360483800449
200,0,-400.0,0.11255846277876838
201,0,-400.0,0.11253337095340016
202,0,-400.0,0.11250832926153247
203,0,-400.0,0.11248333760299849
204,0,-400.0,0.11245839587783156
205,0,-400.0,0.11243350398626475
206,-10000,-500.0,0.11024095383604184
207,0,-400.0,0.11022049239662964
208,0,-400.0,0.11020007183920065
209,0,-400.0,0.11017969208207264
210,0,-400.0,0.11015935304372651
211,0,-400.0,0.11013905464280613
212,0,-400.0,0.1101187967981178
213,0,-400.0,0.11009857942863019
214,0,-400.0,0.11007840245347374
215,0,-300.0,0.11005826579194054
216,0,-300.0,0.11003816936348393
217,0,-300.0,0.11001811308771815
218,0,-300.0,0.10999809688441808
219,0,-300.0,0.10997812067351888
220,0,-200.0,0.10995818437511569
221,0,-200.0,0.10993828790946325
222,0,-200.0,0.10991843119697572
223,0,-200.0,0.1098986141582262
224,0,-200.0,0.1098788367139465
225,0,-200.0,0.10985909878502684
226,0,-200.0,0.10983940029251546
227,0,-200.0,0.10981974115761838
228,0,-200.0,0.10980012130169901
229,0,-200.0,0.10978054064627792
230,0,-200.0,0.10976099911303244
231,0,-200.0,0.10974149662379645
232,0,-200.0,0.10972203310055993
233,0,-200.0,0.10970260846546878
234,0,-200.0,0.10968322264082443
235,0,-200.0,0.10966387554908355
236,0,-200.0,0.10964456711285776
237,0,-200.0,0.10960606589817064
238,0,-200.0,0.10956771838074282
239,0,-200.0,0.10954860206666751
240,0,-200.0,0.10952952394701321
241,0,-200.0,0.10951048394546739
242,0,-200.0,0.10949148198587005
243,0,-200.0,0.10947251799221329
244,0,-200.0,0.10945359188864114
245,-10000,-300.0,0.10780211431761279
246,0,-300.0,0.10778652568280858
247,0,-300.0,0.10777096819411748
248,0,-300.0,0.10775544178930953
249,0,-300.0,0.10773994640627906
250,0,-300.0,0.10772448198304455
251,0,-300.0,0.10770904845774826
252,0,-300.0,0.10769364576865609
253,0,-300.0,0.10767827385415724
254,0,-300.0,0.10766293265276405
255,0,-300.0,0.1076476221031117
256,0,-300.0,0.10763234214395795
257,0,-300.0,0.10761709271418295
258,0,-300.0,0.10760187375278896
259,0,-300.0,0.10758668519890012
260,0,-300.0,0.1075715269917622
261,0,-300.0,0.10755639907074233
262,0,-300.0,0.10754130137532883
263,0,-300.0,0.10752623384513088
264,0,-300.0,0.10751119641987834
265,0,-300.0,0.1074961890394215
266,0,-300.0,0.10748121164373081
267,0,-300.0,0.10746626417289667
268,0,-300.0,0.10745134656712918
269,0,-300.0,0.10743645876675789
270,0,-300.0,0.10742160071223159
271,0,-300.0,0.10740677234411804
272,0,-300.0,0.10739197360310372
273,0,-300.0,0.10737720442999368
274,0,-300.0,0.1073624647657112
275,0,-300.0,0.1073477545512976
276,0,-300.0,0.107333073727912
277,0,-300.0,0.10731842223683108
278,0,-200.0,0.10730380001944888
279,0,-200.0,0.10728920701727648
280,0,-200.0,0.10727464317194188
281,0,-200.0,0.10726010842518965
282,0,-200.0,0.10724560271888083
283,0,-200.0,0.10723112599499253
284,0,-200.0,0.10720225926296557
285,-10000,-300.0,0.10593219777053317
286,0,-300.0,0.105920345231482
287,0,-300.0,0.10590851637381965
288,0,-300.0,0.10589671115023068
289,0,-300.0,0.10588492951349417
290,0,-300.0,0.10587317141648356
291,0,-300.0,0.10586143681216643
292,0,-300.0,0.10584972565360438
293,0,-300.0,0.10583803789395274
294,0,-300.0,0.10582637348646047
295,0,-300.0,0.10581473238446991
296,0,-300.0,0.10580311454141664
297,0,-300.0,0.10579151991082926
298,0,-300.0,0.10576840010163074
299,0,-300.0,0.10575687483054033
300,0,-300.0,0.10574537258695692
301,0,-300.0,0.10573389332487151
302,0,-300.0,0.10572243699836704
303,0,-300.0,0.10571100356161821
304,0,-300.0,0.10569959296889123
305,0,-300.0,0.10568820517454372
306,0,-200.0,0.1056768401330245
307,0,-200.0,0.10566549779887338
308,0,-200.0,0.10565417812672101
309,0,-200.0,0.10564288107128869
310,0,-200.0,0.10563160658738817
311,0,-200.0,0.10562035462992152
312,0,-200.0,0.10560912515388086
313,0,-200.0,0.10559791811434832
314,0,-200.0,0.10558673346649569
315,0,-200.0,0.10557557116558439
316,0,-200.0,0.10555331342607803
317,0,-200.0,0.10554221789845201
318,0,-200.0,0.10553114453970498
319,0,-200.0,0.10552009330554347
320,0,-200.0,0.10550906415176255
321,0,-200.0,0.10549805703424558
322,0,-200.0,0.10548707190896409
323,0,-200.0,0.10547610873197752
324,0,-200.0,0.10546516745943321
325,0,-200.0,0.10544335045269829
326,0,-200.0,0.10543247463123961
327,0,-200.0,0.10542162053968672
328,0,-200.0,0.1054107881346232
329,0,-200.0,0.10539997737271946
330,0,-200.0,0.10538918821073238
331,0,-200.0,0.10537842060550535
332,0,-200.0,0.10536767451396792
333,0,-200.0,0.10535694989313568
334,0,-200.0,0.10534624670011017
335,0,-200.0,0.10533556489207858
336,0,-200.0,0.10532490442631368
337,0,-200.0,0.10531426526017358
338,0,-200.0,0.1053036473511016
339,0,-200.0,0.10529305065662611
340,0,-200.0,0.1052824751343603
341,0,-200.0,0.10527192074200206
342,0,-200.0,0.10526138743733383
343,0,-200.0,0.10525087517822236
344,0,-200.0,0.1052403839226186
345,0,-100.0,0.10522991362855753
346,0,-100.0,0.10521946425415793
347,0,-100.0,0.10520903575762232
348,0,-100.0,0.10519862809723668
349,0,-100.0,0.10518824123137037
350,0,-100.0,0.10517787511847589
351,0,-100.0,0.10516752971708879
352,0,-100.0,0.10515720498582745
353,0,-100.0,0.10514690088339293
354,0,-100.0,0.1051366173685688
355,0,-100.0,0.10511611193729764
356,0,-100.0,0.10510588993882884
357,0,-100.0,0.10509568836392662
358,0,-100.0,0.10508550717178464
359,0,-100.0,0.10507534632167813
360,0,-100.0,0.10506520577296366
361,0,-100.0,0.10505508548507905
362,0,-100.0,0.10504498541754312
363,0,-100.0,0.10503490552995558
364,0,-100.0,0.10502484578199688
365,0,-100.0,0.105014806133428
366,0,-100.0,0.10500478654409034
367,0,-100.0,0.10499478697390555
368,0,-100.0,0.10498480738287529
369,0,-100.0,0.10497484773108122
370,0,-100.0,0.1049649079786847
371,0,-100.0,0.10495498808592672
372,0,-100.0,0.10494508801312769
373,0,-100.0,0.1049352077206873
374,0,-100.0,0.10492534716908439
375,0,-100.0,0.10491550631887671
376,0,-100.0,0.10490568513070087
377,0,-100.0,0.10489588356527207
378,0,-100.0,0.10488610158338407
379,0,-100.0,0.10487633914590894
380,0,-100.0,0.10485687274807615
381,0,-100.0,0.1048471687098529
382,0,-100.0,0.10483748406031096
383,0,-100.0,0.1048278187607117
384,0,-100.0,0.10481817277239391
385,0,0.0,0.10480854605677366
386,0,0.0,0.10479893857534403
387,0,0.0,0.1047893502896751
388,0,0.0,0.10477978116141373
389,0,0.0,0.10477023115228337
390,0,0.0,0.10476070022408397
391,0,0.0,0.10475118833869183
392,0,0.0,0.10474169545805936
393,0,0.0,0.10473222154421506
394,0,0.0,0.10472276655926326
395,0,0.0,0.10471333046538397
396,0,0.0,0.10470391322483283
397,0,0.0,0.10469451479994087
398,0,0.0,0.10468513515311437
399,0,0.0,0.10467577424683472
400,0,0.0,0.10466643204365829
401,0,0.0,0.10465710850621626
402,0,0.0,0.10462924951572736
403,0,0.0,0.10462000026902568
404,0,0.0,0.10461076950233124
405,-10000,-100.0,0.10379769674535562
406,0,-100.0,0.10379010894219734
407,0,-100.0,0.10378253629947987
408,0,-100.0,0.10377497878691265
409,0,-100.0,0.10376743637426561
410,0,-100.0,0.10375990903136909
411,0,-100.0,0.1037523967281137
412,0,-100.0,0.10374489943445024
413,0,-100.0,0.1037374171203895
414,0,-100.0,0.10372994975600223
415,0,-100.0,0.10372249731141896
416,0,-100.0,0.1037150597568299
417,0,-100.0,0.10370763706248481
418,0,-100.0,0.10370022919869293
419,0,-100.0,0.10369283613582277
420,0,-100.0,0.10368545784430207
421,0,-100.0,0.10367809429461766
422,0,-100.0,0.10367074545731535
423,0,-100.0,0.10366341130299975
424,0,-100.0,0.10365609180233425
425,0,-100.0,0.10364878692604083
426,0,-100.0,0.10364149664489998
427,0,-100.0,0.10363422092975057
428,0,-100.0,0.10362695975148972
429,0,-100.0,0.10361971308107272
430,0,-100.0,0.10361248088951286
431,0,-100.0,0.10360526314788138
432,0,-100.0,0.1035980598273073
433,0,-100.0,0.10359087089897732
434,0,-100.0,0.10358369633413574
435,0,-100.0,0.10357653610408425
436,0,-100.0,0.10356939018018196
437,0,-100.0,0.10356225853384515
438,0,-100.0,0.10355514113654722
439,0,-100.0,0.10354803795981858
440,0,-100.0,0.10354094897524652
441,0,-100.0,0.10353387415447507
442,0,-100.0,0.10352681346920495
443,0,-100.0,0.10351976689119341
444,0,-100.0,0.10351273439225413
445,0,-100.0,0.1035057159442571
446,0,-100.0,0.10349172108885069
447,0,-100.0,0.10348474462546187
448,0,-100.0,0.10347778210105618
449,0,-100.0,0.10347083348778355
450,0,-100.0,0.10346389875784949
451,0,-100.0,0.10345697788351509
452,0,-100.0,0.10345007083709683
453,0,-100.0,0.10344317759096651
454,0,-100.0,0.10343629811755115
455,0,-100.0,0.10342258037884866
456,0,-100.0,0.10340891740150525
457,0,-100.0,0.10340210637999409
458,0,-100.0,0.10338852513507228
459,0,-100.0,0.10338175485733664
460,0,-100.0,0.10337499810662493
461,0,-100.0,0.10336825485591014
462,0,-100.0,0.10336152507821926
463,0,-100.0,0.10335480874663319
464,0,-100.0,0.10334810583428658
465,-10000,-200.0,0.10275769383473787
466,0,-200.0,0.10275218395878098
467,0,-200.0,0.1027466850915636
468,0,-200.0,0.10274119721109023
469,0,-200.0,0.10273572029540937
470,0,-200.0,0.10273025432261335
471,0,-200.0,0.10272479927083825
472,0,-200.0,0.10271935511826386
473,0,-200.0,0.10271392184311356
474,0,-200.0,0.10270849942365427
475,0,-200.0,0.10270308783819629
476,0,-200.0,0.10269768706509326
477,0,-200.0,0.10269229708274208
478,0,-200.0,0.10268691786958282
479,0,-200.0,0.10268154940409863
480,0,-200.0,0.10267619166481563
481,0,-200.0,0.10267084463030285
482,0,-200.0,0.10266550827917216
483,0,-200.0,0.10266018259007814
484,0,-200.0,0.10265486754171803
485,0,-200.0,0.10264956311283162
486,0,-200.0,0.1026442692822012
487,0,-200.0,0.10263898602865143
488,0,-200.0,0.1026337133310493
489,0,-200.0,0.10262845116830399
490,0,-200.0,0.10262319951936688
491,0,-200.0,0.10261795836323133
492,0,-200.0,0.10261272767893273
493,0,-200.0,0.10260750744554832
494,0,-200.0,0.10260229764219718
495,0,-200.0,0.10259709824804007
496,0,-200.0,0.10259190924227943
497,0,-200.0,0.1025867306041592
498,0,-200.0,0.10258156231296484
499,0,-200.0,0.10257640434802318
500,0,-200.0,0.10257125668870233
501,0,-200.0,0.10256611931441167
502,0,-200.0,0.1025609922046017
503,0,-200.0,0.10255587533876395
504,0,-200.0,0.10255076869643097
505,0,-100.0,0.10254567225717617
506,0,-100.0,0.1025405860006138
507,0,-100.0,0.10253550990639883
508,0,-100.0,0.10253044395422685
509,0,-100.0,0.10252034239499715
510,0,-100.0,0.10251530674753316
511,0,-100.0,0.10251028116129952
512,0,-100.0,0.10250526561619389
513,0,-100.0,0.10250026009215404
514,0,-100.0,0.1024952645691579
515,0,-100.0,0.10249027902722337
516,0,-100.0,0.10248530344640827
517,0,-100.0,0.10248033780681026
518,0,-100.0,0.1024753820885668
519,0,-100.0,0.10247043627185497
520,0,-100.0,0.10246550033689154
521,-10000,-200.0,0.10203479436230514
522,0,-200.0,0.10203072884045755
523,0,-200.0,0.10202667144152804
524,0,-200.0,0.10202262214928698
525,0,-200.0,0.10201858094753723
526,0,-200.0,0.10201454782011395
527,0,-200.0,0.10201052275088464
528,0,-200.0,0.10200650572374902
529,0,-200.0,0.10200249672263896
530,0,-200.0,0.10199849573151847
531,-10000,-300.0,0.1016460768059122
532,0,-300.0,0.10164278794226031
533,0,-300.0,0.10163622991528926
534,0,-300.0,0.10163296072573795
535,0,-300.0,0.10162644192911996
536,0,-300.0,0.10162319229597808
537,0,-300.0,0.10161994915560754
538,0,-300.0,0.10161671249503579
539,0,-300.0,0.10161348230131616
540,0,-300.0,0.1016102585615279
541,0,-300.0,0.10160704126277602
542,0,-300.0,0.10160383039219134
543,0,-300.0,0.10160062593693038
544,0,-300.0,0.10159742788417529
545,0,-300.0,0.10159423622113387
546,0,-300.0,0.10159105093503945
547,0,-300.0,0.1015878720131509
548,0,-300.0,0.10158469944275253
549,0,-300.0,0.10158153321115403
550,0,-300.0,0.10157207242263501
551,0,-300.0,0.10156893141983954
552,0,-300.0,0.10156579669277184
553,0,-300.0,0.10155954601568914
554,0,-300.0,0.10155643004067144
555,0,-300.0,0.10155332029137598
556,0,-300.0,0.10155021675536376
557,0,-300.0,0.10154711942022061
558,0,-300.0,0.10154402827355721
559,0,-300.0,0.10154094330300897
560,0,-300.0,0.101537864496236
561,0,-300.0,0.10153479184092307
562,0,-300.0,0.10153172532477953
563,0,-300.0,0.10152866493553935
564,0,-300.0,0.10152561066096093
565,0,-200.0,0.1015225624888272
566,0,-200.0,0.10151952040694545
567,0,-200.0,0.10151648440314737
568,0,-200.0,0.10151345446528891
569,0,-200.0,0.10151043058125032
570,0,-200.0,0.10150741273893608
571,0,-200.0,0.10150440092627482
572,0,-200.0,0.10150139513121925
573,0,-200.0,0.10149839534174622
574,-10000,-300.0,0.10122923836645076
575,0,-300.0,0.10122678234655642
576,-10000,-400.0,0.10101044897655835
577,0,-400.0,0.10100843009815659
578,0,-400.0,0.10100641525347658
579,0,-400.0,0.10100440443445892
580,0,-400.0,0.10100239763306033
581,0,-400.0,0.10100039484125362
582,0,-400.0,0.10099839605102759
583,0,-400.0,0.10099640125438711
584,0,-400.0,0.10099441044335297
585,0,-400.0,0.10099242360996194
586,0,-400.0,0.10099044074626666
587,0,-400.0,0.10098648689625342
588,-10000,-500.0,0.10081252772955651
589,0,-500.0,0.10081090429807002
590,0,-500.0,0.10080766715947112
591,0,-500.0,0.10080605343941015
592,0,-500.0,0.10080444294356401
593,0,-500.0,0.10080283566549071
594,0,-500.0,0.10080123159876116
595,0,-500.0,0.10079963073695905
596,0,-500.0,0.10079803307368096
597,0,-500.0,0.10079484731714698
598,0,-500.0,0.10079325921114805
599,0,-500.0,0.10079009251192418
600,0,-500.0,0.10078851390603243
601,0,-500.0,0.10078693845419734
602,0,-500.0,0.10078379698750256
603,0,-500.0,0.10078223096007699
604,0,-500.0,0.1007806680615763
605,0,-500.0,0.1007791082857489
606,0,-500.0,0.10077755162635568
607,0,-500.0,0.10077599807717001
608,0,-500.0,0.1007729002845769
609,0,-500.0,0.1007713560287783
610,0,-500.0,0.10076981485840485
611,0,-500.0,0.10076827676729185
612,0,-500.0,0.10076674174928694
613,0,-500.0,0.10076368090805338
614,0,-500.0,0.10076215507258136
615,0,-500.0,0.10076063228573064
616,0,-500.0,0.10075911254141008
617,0,-500.0,0.1007575958335407
618,0,-500.0,0.10075608215605567
619,0,-500.0,0.10075457150290026
620,0,-500.0,0.10075306386803187
621,0,-400.0,0.10075155924541995
622,0,-400.0,0.10075005762904603
623,0,-400.0,0.10074855901290362
624,0,-400.0,0.10074706339099826
625,0,-400.0,0.10074557075734746
626,0,-400.0,0.10074259443093932
627,0,-400.0,0.10074111072627667
628,0,-400.0,0.10073962998605791
629,0,-400.0,0.1007381522043601
630,0,-400.0,0.10073667737527207
631,0,-300.0,0.10073520549289453
632,0,-300.0,0.10073373655133995
633,0,-300.0,0.10073227054473254
634,0,-300.0,0.10073080746720829
635,0,-300.0,0.10072934731291489
636,0,-300.0,0.10072789007601171
637,0,-300.0,0.1007264357506698
638,0,-300.0,0.10072498433107187
639,0,-300.0,0.10072209018589678
640,0,-300.0,0.10071920759418009
641,0,-300.0,0.10071777061644845
642,0,-300.0,0.10071633650980023
643,0,-300.0,0.10071490526849902
644,0,-300.0,0.10071347688681982
645,0,-300.0,0.10071205135904913
646,0,-300.0,0.10071062867948483
647,0,-300.0,0.10070779184222386
648,0,-300.0,0.10070637767317984
649,0,-300.0,0.10070496632964747
650,0,-300.0,0.10070355780598135
651,0,-300.0,0.10070215209654738
652,0,-300.0,0.10070074919572275
653,0,-300.0,0.10069934909789582
654,0,-300.0,0.10069795179746624
655,0,-300.0,0.10069655728884476
656,0,-300.0,0.10069377662472517
657,0,-300.0,0.1006923904581044
658,0,-300.0,0.10069100706104638
659,0,-300.0,0.10068962642801753
660,0,-300.0,0.1006882485534953
661,0,-300.0,0.10068550105793576
662,-10000,-400.0,0.10056461836475326
663,0,-400.0,0.10056349025650804
664,0,-400.0,0.10056236440222459
665,0,-400.0,0.1005612407973995
666,0,-400.0,0.10056011943753836
667,0,-400.0,0.1005590003181557
668,0,-400.0,0.10055788343477506
669,0,-400.0,0.10055676878292891
670,0,-400.0,0.10055454615601453
671,0,-400.0,0.10055343817205578
672,0,-400.0,0.10055122884097549
673,0,-400.0,0.10055012748501663
674,0,-300.0,0.10054902832956843
675,0,-300.0,0.10054793137023427
676,0,-200.0,0.10054683660262634
677,0,-200.0,0.10054574402236553
678,0,-200.0,0.10054465362508155
679,0,-200.0,0.1005435654064128
680,0,-200.0,0.1005424793620064
681,0,-200.0,0.1005403137786126
682,0,-200.0,0.10053923423096288
683,0,-200.0,0.10053815684025079
684,0,-200.0,0.10053708160216679
685,0,-200.0,0.1005360085124099
686,0,-200.0,0.10053493756668778
687,0,-200.0,0.10053386876071665
688,0,-100.0,0.10053280209022128
689,0,-100.0,0.10053173755093496
690,0,-100.0,0.10053067513859956
691,0,-100.0,0.10052961484896543
692,0,-100.0,0.1005285566777914
693,0,-100.0,0.10052750062084478
694,0,-100.0,0.10052644667390134
695,0,-100.0,0.10052539483274532
696,0,-100.0,0.10052434509316932
697,0,-100.0,0.10052329745097438
698,0,-100.0,0.10052225190196996
699,0,-100.0,0.10052120844197383
700,0,-100.0,0.10052016706681217
701,0,-100.0,0.10051912777231947
702,0,-100.0,0.10051809055433855
703,0,-100.0,0.10051705540872054
704,0,-100.0,0.10051602233132485
705,0,-100.0,0.10051499131801918
706,0,-100.0,0.10051396236467947
707,0,-100.0,0.1005129354671899
708,0,-100.0,0.10051191062144288
709,0,-100.0,0.10051088782333903
710,0,-100.0,0.10050986706878716
711,0,-100.0,0.10050783167401542
712,0,-100.0,0.10050681702565396
713,0,-100.0,0.10050580440456128
714,0,-100.0,0.1005047938066869
715,0,-100.0,0.10050378522798842
716,0,-100.0,0.10050277866443152
717,0,-100.0,0.10050177411198995
718,0,-100.0,0.1005007715666455
719,0,-100.0,0.10049977102438798
720,0,-100.0,0.10049877248121522
721,0,-100.0,0.10049678137615528
722,0,-100.0,0.10049578880630368
723,0,-100.0,0.10049479821960797
724,0,-100.0,0.10049380961210579
725,0,-100.0,0.10049282297984272
726,0,-100.0,0.10049183831887222
727,0,-100.0,0.10049085562525566
728,0,-100.0,0.10048987489506225
729,0,-100.0,0.10048889612436908
730,0,-100.0,0.10048791930926106
731,0,-100.0,0.10048694444583092
732,0,-100.0,0.10048597153017921
733,0,-100.0,0.10048500055841428
734,0,-100.0,0.10048403152665222
735,0,-100.0,0.10048306443101691
736,0,-100.0,0.10048209926763998
737,0,-100.0,0.10048113603266076
738,0,-100.0,0.10048017472222631
739,0,-100.0,0.10047921533249138
740,0,-100.0,0.10047825785961843
741,0,-100.0,0.10047634864914652
742,0,-100.0,0.1004753969039107
743,0,-100.0,0.10047444706026315
744,0,-100.0,0.10047255306254287
745,0,-100.0,0.10047160890089415
746,0,-100.0,0.10047066662568166
747,0,-100.0,0.10046972623313631
748,0,-100.0,0.10046878771949652
749,0,-100.0,0.10046785108100822
750,0,-100.0,0.10046691631392488
751,0,-100.0,0.10046598341450741
752,0,-100.0,0.10046505237902423
753,0,-100.0,0.10046412320375117
754,0,-100.0,0.10046319588497156
755,0,-100.0,0.1004622704189761
756,0,-100.0,0.10046134680206294
757,0,-100.0,0.10046042503053759
758,0,-100.0,0.10045950510071298
759,0,-100.0,0.10045858700890939
760,0,-100.0,0.10045767075145445
761,0,-100.0,0.10045675632468312
762,0,0.0,0.1004558437249377
763,0,0.0,0.10045493294856779
764,0,0.0,0.10045402399193028
765,0,0.0,0.10045311685138933
766,0,0.0,0.1004522115233164
767,0,0.0,0.10045130800409018
768,0,0.0,0.10045040629009655
769,0,0.0,0.1004495063777287
770,0,0.0,0.10044860826338696
771,0,0.0,0.10044771194347886
772,0,0.0,0.10044681741441915
773,0,0.0,0.10044592467262968
774,0,0.0,0.10044503371453949
775,0,0.0,0.10044414453658476
776,0,0.0,0.10044325713520877
777,0,0.0,0.1004423715068619
778,0,0.0,0.10044148764800166
779,0,0.0,0.1004406055550926
780,0,0.0,0.10043972522460634
781,0,0.0,0.10043884665302157
782,0,0.0,0.10043709477250636
783,-10000,-100.0,0.10036001656428933
784,0,-100.0,0.1003592972507141
785,0,-100.0,0.10035857937432835
786,0,-100.0,0.10035786293226058
