episode,reward,avg_reward,steps,epsilon
2410,-10000.0,800.0,4,0.9472406403429743
2411,-10000.0,800.0,6,0.9472152235050185
2412,-10000.0,800.0,1,0.9472109874394912
2413,-10000.0,800.0,4,0.9471940433891834
2414,-10000.0,800.0,2,0.947185571491109
2415,50000.0,1400.0,5,0.9471643921165651
2416,-10000.0,1400.0,3,0.9471516847459888
2417,-10000.0,1400.0,5,0.9471305062186028
2418,-10000.0,1400.0,1,0.9471262705766609
2419,-10000.0,800.0,8,0.9470923862035299
2420,50000.0,1400.0,7,0.9470627384888508
2421,-10000.0,1400.0,1,0.9470585031857466
2422,-10000.0,1400.0,6,0.9470330918118235
2423,-10000.0,1400.0,3,0.947020386410737
2424,-10000.0,1400.0,1,0.9470161513193928
2425,-10000.0,1400.0,1,0.9470119162492239
2426,-10000.0,1400.0,2,0.9470034461724118
2427,50000.0,2000.0,6,0.9469780364501743
2428,-10000.0,2000.0,3,0.9469653318749122
2429,50000.0,2600.0,5,0.9469441580062898
2430,50000.0,3200.0,7,0.9469145154795068
2431,-10000.0,3200.0,2,0.9469060463766976
2432,-10000.0,3200.0,2,0.9468975773585789
2433,-10000.0,3200.0,3,0.946884873990194
2434,-10000.0,3200.0,1,0.9468806395764101
2435,-10000.0,3200.0,4,0.9468637021329936
2436,-10000.0,3200.0,1,0.9468594678250688
2437,50000.0,3800.0,11,0.9468128918351899
2438,-10000.0,3800.0,2,0.9468044237486121
2439,-10000.0,3800.0,4,0.9467874878294968
2440,-10000.0,3200.0,4,0.9467705522490966
2441,-10000.0,2600.0,2,0.9467620845859124
2442,-10000.0,2600.0,2,0.9467536170074046
2443,-10000.0,2600.0,3,0.9467409157984087
2444,-10000.0,2600.0,2,0.9467324484315877
2445,-10000.0,2000.0,3,0.9467197475401181
2446,-10000.0,1400.0,4,0.9467028133145102
2447,-10000,1400.0,1,0.9466985798110273
2448,-10000.0,1400.0,4,0.9466816460087697
2449,50000.0,2000.0,5,0.9466604792322053
2450,-10000.0,2000.0,2,0.9466520126697459
2451,-10000.0,2000.0,4,0.9466350797988218
2452,-10000.0,2000.0,1,0.9466308466340057
2453,-10000.0,2000.0,3,0.9466181472665517
2454,-10000.0,2000.0,5,0.9465969820774359
2455,-10000.0,2000.0,2,0.9465885161499449
2456,50000.0,2000.0,4,0.9465715845489384
2457,-10000.0,2000.0,11,0.9465250243922043
2458,50000.0,2600.0,7,0.9464953965348412
2459,-10000.0,2600.0,1,0.9464911640684396
2460,-10000.0,2600.0,2,0.9464826991991233
2461,50000.0,3200.0,6,0.9464573050990608
2462,-10000.0,2600.0,2,0.9464488405683326
2463,50000.0,3200.0,7,0.9464192153773564
2464,-10000.0,3200.0,3,0.9464065191843475
2465,-10000.0,3200.0,6,0.9463811273696511
2466,-10000.0,3200.0,4,0.9463641999163788
2467,-10000.0,2600.0,2,0.9463557363166977
2468,-10000.0,2600.0,7,0.9463261143843135
2469,50000.0,3200.0,8,0.94629226201679
2470,-10000.0,3200.0,3,0.9462795677280671
2471,50000.0,3800.0,4,0.9462626423059673
2472,50000.0,4400.0,5,0.9462414860043645
2473,-10000.0,3800.0,2,0.9462330236318165
2474,-10000.0,3200.0,2,0.9462245613438917
2475,-10000.0,3200.0,10,0.9461822511735876
2476,-10000.0,3200.0,8,0.9461484045604773
2477,50000.0,3800.0,2,0.9461399431187391
2478,-10000.0,3800.0,1,0.9461357124296002
2479,-10000.0,3800.0,3,0.9461230204891035
2480,-10000.0,3200.0,13,0.9460680242801679
2481,-10000.0,2600.0,3,0.9460553333549858
2482,-10000.0,2600.0,4,0.9460384124175287
2483,-10000.0,2600.0,3,0.9460257219365212
2484,-10000.0,2600.0,3,0.9460130316458697
2485,-10000.0,2600.0,2,0.9460045715578537
2486,-10000.0,2600.0,4,0.9459876516356224
2487,-10000.0,2600.0,1,0.945983421707939
2488,-10000.0,2600.0,1,0.9459791918014052
2489,-10000.0,2000.0,6,0.945953812806338
2490,50000.0,2600.0,6,0.9459284345726292
2491,-10000.0,2600.0,3,0.9459157457412771
2492,-10000.0,2600.0,15,0.945852304439425
2493,-10000.0,2600.0,4,0.9458353875625055
2494,-10000,2600.0,1,0.9458311583961407
2495,50000.0,3200.0,9,0.9457930968504041
2496,-10000.0,3200.0,8,0.9457592658031555
2497,-10000.0,2600.0,3,0.945746579509316
2498,-10000.0,2000.0,3,0.9457338934057693
2499,-10000.0,1400.0,2,0.9457254361091217
2500,-10000.0,1400.0,9,0.9456873793207811
2501,-10000.0,1400.0,3,0.9456746941052306
2502,-10000.0,1400.0,1,0.9456704657423309
2503,-10000.0,1400.0,2,0.9456620090799569
2504,-10000.0,800.0,5,0.9456408677939971
2505,-10000.0,800.0,2,0.9456324114276011
2506,-10000.0,800.0,2,0.9456239551457682
2507,50000.0,1400.0,4,0.945607042835789
2508,-10000.0,800.0,1,0.9456028148111449
2509,-10000.0,800.0,2,0.9455943588252768
2510,-10000.0,800.0,7,0.9455647635406385
2511,-10000.0,800.0,1,0.9455605357273903
2512,-10000.0,800.0,1,0.9455563079352811
2513,-10000.0,800.0,6,0.9455309416265396
2514,-10000.0,800.0,5,0.9455098036172251
2515,-10000.0,200.0,1,0.9455055760787758
2516,-10000.0,200.0,1,0.9455013485614644
2517,-10000.0,200.0,10,0.9454590745508954
2518,-10000.0,200.0,2,0.9454506200024226
2519,-10000.0,200.0,1,0.9454463927598907
2520,50000.0,200.0,4,0.9454294840011237
2521,-10000.0,200.0,1,0.9454252568642715
2522,-10000.0,200.0,2,0.945416802653974
2523,-10000.0,200.0,8,0.9453829866581922
2524,-10000.0,200.0,2,0.9453745328705947
2525,-10000.0,200.0,8,0.9453407185655704
2526,-10000.0,200.0,3,0.9453280385498923
2527,-10000.0,-400.0,2,0.9453195853117732
2528,-10000.0,-400.0,1,0.9453153587244131
2529,-10000.0,-1000.0,1,0.9453111321581859
2530,50000.0,-1000.0,6,0.9452857732046073
2531,-10000.0,-1000.0,3,0.9452730940131033
2532,-10000.0,-1000.0,2,0.9452646413244268
2533,-10000.0,-1000.0,6,0.9452392837655523
2534,50000.0,-400.0,3,0.9452266052713848
2535,50000.0,200.0,3,0.9452139269673933
2536,-10000.0,200.0,4,0.9451970228578955
2537,-10000.0,-400.0,1,0.9451927968833462
2538,-10000.0,-400.0,1,0.9451885709299267
2539,-10000.0,-400.0,2,0.9451801190864767
2540,-10000.0,-400.0,4,0.9451632156531298
2541,-10000.0,-400.0,9,0.9451251841641404
2542,-10000.0,-400.0,1,0.9451209585487836
2543,-10000.0,-400.0,1,0.9451167329545548
2544,-10000.0,-400.0,11,0.945070252812458
2545,-10000.0,-400.0,2,0.9450618021521833
2546,-10000.0,-400.0,1,0.9450575768537357
2547,50000.0,200.0,5,0.9450364506783926
2548,-10000.0,200.0,6,0.9450110999651349
2549,-10000.0,-400.0,2,0.9450026498963857
2550,50000.0,200.0,5,0.9449815250941994
2551,50000.0,800.0,4,0.9449646256326927
2552,-10000.0,800.0,16,0.9448970311664567
2553,-10000.0,800.0,14,0.9448378904442246
2554,-10000.0,800.0,3,0.9448252179709117
2555,-10000.0,800.0,7,0.944795649605732
2556,-10000.0,200.0,3,0.944782977766027
2557,-10000.0,200.0,3,0.9447703061163982
2558,-10000.0,-400.0,2,0.9447618584555754
2559,-10000.0,-400.0,4,0.9447449633873575
2560,-10000.0,-400.0,2,0.9447365159799607
2561,-10000.0,-1000.0,1,0.94473229230794
2562,50000.0,-400.0,4,0.9447153978310392
2563,-10000.0,-1000.0,2,0.9447069507192966
2564,-10000.0,-1000.0,6,0.9446816098908893
2565,-10000.0,-1000.0,1,0.9446773864933984
2566,50000.0,-400.0,7,0.9446478233022298
2567,-10000.0,-400.0,4,0.9446309305146923
2568,-10000.0,-400.0,2,0.9446224842476185
2569,-10000.0,-1000.0,8,0.9445887000239376
2570,-10000.0,-1000.0,8,0.9445549171515987
2571,-10000.0,-1600.0,1,0.9445506943875698
2572,-10000.0,-2200.0,3,0.9445380262221655
2573,-10000.0,-2200.0,2,0.94452958088413
2574,50000.0,-1600.0,10,0.9444873554607301
2575,-10000.0,-1600.0,1,0.9444831330345089
2576,-10000.0,-1600.0,4,0.9444662435407437
2577,50000.0,-1600.0,8,0.9444324655665661
2578,-10000.0,-1600.0,1,0.9444282434147937
2579,50000.0,-1000.0,12,0.9443775792401292
2580,-10000.0,-1000.0,3,0.9443649136714326
2581,-10000.0,-1000.0,1,0.9443606918574189
2582,-10000.0,-1000.0,3,0.9443480265420311
2583,-10000.0,-1000.0,8,0.9443142532964388
2584,-10000.0,-1000.0,2,0.9443058101961215
2585,-10000.0,-1000.0,1,0.9443015886776243
2586,-10000.0,-1000.0,2,0.9442931457039524
2587,-10000.0,-1000.0,2,0.9442847028147098
2588,-10000.0,-1000.0,2,0.9442762600098957
2589,-10000.0,-1000.0,1,0.9442720386391492
2590,-10000.0,-1600.0,4,0.9442551533672298
2591,-10000.0,-1600.0,3,0.9442424896349074
2592,50000.0,-1000.0,8,0.944208720610707
2593,-10000.0,-1000.0,6,0.9441833947289788
2594,-10000.0,-1000.0,3,0.944170732073028
2595,50000.0,-1000.0,8,0.9441369659190727
2596,-10000.0,-1000.0,1,0.9441327452447947
2597,-10000.0,-1000.0,2,0.9441243039595488
2598,-10000.0,-1000.0,3,0.944111642189953
2599,50000.0,-400.0,4,0.9440947601259303
2600,-10000.0,-400.0,2,0.9440863192205337
2601,-10000.0,-400.0,2,0.9440778783995456
2602,50000.0,200.0,7,0.9440483361907933
2603,-10000.0,200.0,1,0.944044115959663
2604,-10000.0,200.0,3,0.944031455392878
2605,-10000.0,200.0,3,0.9440187950160003
2606,-10000.0,200.0,4,0.9440019148089026
2607,-10000.0,-400.0,4,0.9439850349394056
2608,-10000.0,-400.0,2,0.9439765951312553
2609,50000.0,200.0,5,0.9439554959801175
2610,-10000.0,200.0,7,0.9439259580546749
2611,-10000.0,200.0,1,0.9439217384354337
2612,-10000.0,200.0,1,0.9439175188372906
2613,-10000.0,200.0,11,0.9438711046501563
2614,-10000.0,200.0,6,0.9438457888967551
2615,-10000.0,200.0,3,0.9438331313048538
2616,-10000.0,200.0,3,0.943820473902815
2617,-10000.0,200.0,1,0.9438162548109932
2618,-10000.0,200.0,2,0.9438078166906357
2619,-10000.0,200.0,8,0.9437740650530054
2620,-10000.0,-400.0,4,0.943757189740458
2621,-10000.0,-400.0,3,0.9437445334775341
2622,-10000.0,-400.0,3,0.9437318774044527
2623,-10000.0,-400.0,9,0.9436939103242352
2624,-10000.0,-400.0,3,0.9436812550104955
2625,50000.0,200.0,11,0.9436348538175144
2626,-10000.0,200.0,5,0.9436137632098026
2627,-10000.0,200.0,5,0.9435926731293495
2628,-10000.0,200.0,3,0.9435800193341563
2629,-10000.0,200.0,2,0.9435715835761418
2630,-10000.0,-400.0,4,0.9435547123131834
2631,-10000.0,-400.0,3,0.9435420590873982
2632,-10000.0,-400.0,1,0.9435378413876471
2633,50000.0,200.0,10,0.9434956655499823
2634,-10000.0,-400.0,2,0.9434872306355014
2635,-10000,-1000.0,1,0.9434830132098919
2636,-10000.0,-1000.0,2,0.9434745784219338
2637,-10000.0,-1000.0,4,0.9434577090990591
2638,-10000.0,-1000.0,2,0.943449274564141
2639,-10000.0,-1000.0,2,0.9434408401135675
2640,-10000.0,-1000.0,6,0.9434155372679087
2641,-10000.0,-1000.0,1,0.9434113202007651
2642,-10000.0,-1000.0,2,0.9434028861297336
2643,50000.0,-400.0,5,0.9433818013211415
2644,-10000,-400.0,1,0.9433775844226772
2645,-10000.0,-400.0,2,0.9433691506890016
2646,-10000.0,-400.0,2,0.9433607170396631
2647,-10000.0,-1000.0,1,0.9433565002466199
2648,-10000.0,-1000.0,2,0.943348066723785
2649,50000.0,-400.0,9,0.9433101169146597
2650,-10000.0,-1000.0,1,0.9433059003746165
2651,-10000.0,-1600.0,4,0.943289034425269
2652,-10000.0,-1600.0,1,0.943284817990638
2653,-10000.0,-1600.0,6,0.9432595198255725
2654,-10000.0,-1600.0,2,0.9432510872725373
2655,-10000.0,-1600.0,18,0.9431751980897471
2656,-10000.0,-1600.0,6,0.9431499032132294
2657,-10000.0,-1600.0,9,0.9431119623212614
2658,-10000.0,-1600.0,3,0.9430993157366762
2659,-10000.0,-1600.0,2,0.9430908847856736
2660,-10000.0,-1600.0,2,0.9430824539189802
2661,-10000.0,-1600.0,3,0.9430698077770177
2662,-10000.0,-2200.0,1,0.9430655924385172
2663,50000.0,-1600.0,12,0.9430150100204585
2664,50000.0,-1000.0,7,0.9429855050114485
2665,-10000.0,-1000.0,4,0.9429686454699443
2666,-10000.0,-1600.0,3,0.9429560010350957
2667,50000.0,-1000.0,4,0.9429391420836651
2668,-10000.0,-1000.0,2,0.942930712734391
2669,-10000.0,-1000.0,2,0.9429222834694101
2670,-10000.0,-1000.0,2,0.9429138542887213
2671,-10000.0,-1000.0,5,0.9428927817057726
2672,-10000.0,-1000.0,3,0.942880138408872
2673,50000.0,-400.0,2,0.9428717096496317
2674,-10000.0,-1000.0,3,0.9428590666688095
2675,-10000.0,-1000.0,3,0.9428464238776306
2676,-10000.0,-1000.0,4,0.9428295671177214
2677,-10000.0,-1600.0,4,0.9428127106949438
2678,-10000.0,-1600.0,4,0.9427958546092913
2679,-10000.0,-2200.0,11,0.9427495021119932
2680,-10000.0,-2200.0,3,0.9427368609642702
2681,-10000.0,-2200.0,4,0.9427200063955972
2682,-10000.0,-2200.0,2,0.9427115792376691
2683,-10000.0,-2200.0,5,0.9426905117115334
2684,-10000.0,-2200.0,7,0.9426610180597653
2685,-10000.0,-2200.0,1,0.9426568047652083
2686,-10000.0,-2200.0,3,0.9426441650079352
2687,-10000.0,-2200.0,5,0.9426230991671342
2688,50000.0,-1600.0,5,0.9426020338529725
2689,-10000.0,-1600.0,2,0.942593607874764
2690,50000.0,-1000.0,9,0.9425556920155228
2691,-10000.0,-1000.0,3,0.9425430537749296
2692,50000.0,-1000.0,8,0.9425093527268041
2693,-10000.0,-1000.0,2,0.9425009276754021
2694,-10000.0,-1000.0,1,0.942496715181295
2695,-10000.0,-1600.0,3,0.9424840778253477
2696,-10000.0,-1600.0,2,0.9424756530266934
2697,-10000.0,-1600.0,3,0.9424630159866761
2698,50000.0,-1000.0,4,0.9424461668948478
2699,-10000.0,-1600.0,4,0.9424293181399981
2700,-10000.0,-1600.0,2,0.942420893888938
2701,-10000.0,-1600.0,3,0.9424082576703016
2702,-10000.0,-2200.0,14,0.9423492911561168
2703,-10000.0,-2200.0,1,0.9423450794201903
2704,-10000.0,-2200.0,10,0.9423029632191331
2705,-10000.0,-2200.0,5,0.9422819059082701
2706,-10000.0,-2200.0,5,0.9422608491238332
2707,-10000.0,-2200.0,3,0.9422482153058503
2708,-10000.0,-2200.0,1,0.9422440040753018
2709,-10000.0,-2800.0,5,0.942222948238399
2710,-10000.0,-2800.0,6,0.9421976819289484
2711,-10000.0,-2800.0,3,0.9421850490584662
2712,-10000.0,-2800.0,1,0.9421808381437482
2713,-10000.0,-2800.0,3,0.942168205525921
2714,-10000.0,-2800.0,2,0.942159783885974
2715,50000.0,-2200.0,5,0.9421387301545495
2716,-10000.0,-2200.0,2,0.9421303088093548
2717,-10000.0,-2200.0,4,0.9421134663716036
2718,-10000.0,-2200.0,3,0.9421008347643454
2719,-10000.0,-2200.0,3,0.9420882033465597
2720,-10000.0,-2200.0,3,0.9420755721182439
2721,-10000.0,-2200.0,2,0.9420671514046264
2722,50000.0,-1600.0,4,0.9420503102300106
2723,-10000.0,-1600.0,6,0.9420250490996226
2724,-10000.0,-1600.0,2,0.9420166288912327
2725,50000.0,-1600.0,6,0.9419913687712695
2726,-10000.0,-1600.0,3,0.9419787389954616
2727,-10000.0,-1600.0,2,0.9419703192501704
2728,50000.0,-1000.0,11,0.9419240121560685
2729,-10000.0,-1000.0,3,0.9419113833906021
2730,-10000.0,-1000.0,4,0.9418945453313154
2731,-10000.0,-1000.0,2,0.9418861264279567
2732,50000.0,-400.0,6,0.9418608702230089
2733,-10000.0,-1000.0,8,0.9418271964616796
2734,-10000.0,-1000.0,1,0.9418229873362202
2735,-10000.0,-1000.0,3,0.9418103600861147
2736,-10000.0,-1000.0,4,0.9417935240472739
2737,-10000.0,-1000.0,2,0.941785106154123
2738,-10000.0,-1000.0,3,0.9417724794722311
2739,-10000.0,-1000.0,3,0.9417598529797379
2740,-10000.0,-1000.0,1,0.941755644190995
2741,-10000.0,-1000.0,2,0.9417472266766407
2742,-10000.0,-1000.0,2,0.9417388092464611
2743,50000.0,-1000.0,9,0.9417009318522928
2744,-10000.0,-1000.0,2,0.9416925148850592
2745,-10000.0,-1000.0,2,0.9416840980019948
2746,-10000.0,-1000.0,5,0.941663056162569
2747,-10000.0,-1000.0,4,0.9416462230697772
2748,-10000.0,-1000.0,3,0.9416335984711158
2749,-10000.0,-1600.0,5,0.9416125578941623
2750,-10000.0,-1600.0,1,0.941608349841893
2751,-10000.0,-1600.0,3,0.9415957258113258
2752,-10000.0,-1600.0,6,0.9415704783182658
2753,-10000.0,-1600.0,1,0.9415662704763939
2754,-10000.0,-1600.0,1,0.941562062655561
2755,-10000.0,-1600.0,4,0.9415452315826193
2756,-10000.0,-1600.0,1,0.9415410238669806
2757,-10000.0,-1600.0,3,0.9415284008462955
2758,-10000.0,-1600.0,16,0.9414610812670468
2759,-10000.0,-1600.0,4,0.9414442522137126
2760,-10000.0,-1600.0,4,0.9414274234969561
2761,-10000.0,-1600.0,4,0.9414105951167704
2762,-10000.0,-1600.0,3,0.9413979740525019
2763,-10000.0,-2200.0,5,0.9413769393660852
2764,-10000.0,-2800.0,3,0.9413643188066493
2765,-10000.0,-2800.0,5,0.9413432849616032
2766,-10000.0,-2800.0,4,0.9413264582641715
2767,-10000.0,-3400.0,3,0.9413138384619463
2768,-10000.0,-3400.0,3,0.9413012188490167
2769,-10000.0,-3400.0,5,0.9412801865814499
2770,-10000.0,-3400.0,4,0.9412633611459732
2771,-10000.0,-3400.0,1,0.9412591548396833
2772,-10000.0,-3400.0,1,0.9412549485544247
2773,-10000.0,-4000.0,6,0.941229711284529
2774,-10000,-4000.0,1,0.941225505146488
2775,-10000.0,-4000.0,9,0.9411876508504845
2776,-10000.0,-4000.0,2,0.9411792390160352
2777,50000.0,-3400.0,12,0.9411287697757866
2778,-10000.0,-3400.0,1,0.9411245641424518
2779,-10000.0,-3400.0,3,0.9411119473686157
2780,-10000.0,-3400.0,1,0.9411077418193928
2781,50000.0,-2800.0,8,0.9410740981825972
2782,-10000.0,-2800.0,2,0.941065687483669
2783,-10000.0,-2800.0,4,0.9410488663381313
2784,-10000.0,-2800.0,7,0.9410194301429459
2785,-10000.0,-2800.0,2,0.9410110199906953
2786,-10000.0,-2800.0,2,0.9410026099225457
2787,-10000.0,-2800.0,4,0.9409857900385468
2788,-10000.0,-3400.0,9,0.9409479465294803
2789,50000.0,-2800.0,6,0.9409227184695073
2790,50000.0,-2800.0,10,0.9408806733847197
2791,-10000.0,-2800.0,2,0.9408722646200297
2792,50000.0,-2800.0,10,0.9408302220578716
2793,-10000.0,-2800.0,7,0.9408007935151019
2794,-10000.0,-2800.0,5,0.9407797737580121
2795,-10000.0,-2800.0,2,0.9407713660023134
2796,-10000.0,-2800.0,4,0.9407545507431465
2797,50000.0,-2200.0,6,0.94072932848496
2798,-10000.0,-2800.0,3,0.9407167176396143
2799,-10000.0,-2800.0,3,0.9407041069834299
2800,-10000.0,-2800.0,6,0.9406788862385335
2801,-10000.0,-2800.0,1,0.9406746828546106
2802,-10000.0,-2800.0,3,0.9406620728289433
2803,-10000.0,-2800.0,2,0.9406536662502479
2804,50000.0,-2200.0,6,0.9406284470185508
2805,-10000,-2200.0,1,0.9406242438868236
2806,50000.0,-1600.0,7,0.9405948225531638
2807,50000.0,-1000.0,4,0.9405780108248306
2808,-10000.0,-1000.0,9,0.940540185665416
2809,50000.0,-400.0,5,0.9405191724234411
2810,-10000.0,-400.0,1,0.9405149698380855
2811,-10000.0,-400.0,1,0.9405107672737426
2812,-10000.0,-400.0,1,0.9405065647304126
2813,-10000.0,-400.0,1,0.9405023622080952
2814,-10000.0,-400.0,9,0.9404645404527918
2815,-10000.0,-1000.0,3,0.9404519335792367
2816,50000.0,-400.0,7,0.9404225182763323
2817,-10000.0,-400.0,2,0.9404141140931706
2818,-10000.0,-400.0,1,0.9404099120331052
2819,-10000.0,-400.0,4,0.9403931040029454
2820,-10000.0,-400.0,5,0.940372094437966
2821,-10000.0,-400.0,2,0.94036369075904
2822,50000.0,-400.0,4,0.9403468836532966
2823,-10000.0,-400.0,2,0.9403384802264773
2824,-10000.0,-400.0,1,0.9403342785445803
2825,-10000.0,-1000.0,4,0.9403174720270752
2826,-10000.0,-1000.0,2,0.9403090688943705
2827,-10000.0,-1000.0,3,0.9402964643528714
2828,-10000.0,-1600.0,2,0.9402880614302426
2829,-10000.0,-1600.0,4,0.9402712558370705
2830,-10000.0,-1600.0,3,0.9402586518627629
2831,50000.0,-1000.0,9,0.9402208410741782
2832,-10000.0,-1600.0,1,0.9402166399804757
2833,-10000.0,-1600.0,16,0.9401494253378988
2834,-10000.0,-1600.0,5,0.9401284218648098
2835,-10000.0,-1600.0,2,0.9401200206225975
2836,-10000.0,-1600.0,1,0.9401158200329959
2837,-10000.0,-1600.0,7,0.9400864164938596
2838,-10000.0,-1600.0,2,0.9400780156716989
2839,50000.0,-1000.0,4,0.9400612142793999
2840,-10000.0,-1000.0,3,0.9400486134556921
2841,-10000.0,-1000.0,11,0.9400024120525023
2842,-10000.0,-1000.0,1,0.939998212050942
2843,-10000.0,-1600.0,1,0.9399940120703818
2844,50000.0,-1000.0,8,0.9399604129818853
2845,-10000.0,-1000.0,1,0.9399562131903199
2846,-10000.0,-1000.0,1,0.9399520134197533
2847,-10000.0,-1000.0,3,0.939939414234046
2848,-10000.0,-1000.0,6,0.939914216429588
2849,-10000.0,-1000.0,3,0.9399016178108315
2850,-10000.0,-1000.0,4,0.9398848199464545
2851,-10000.0,-1000.0,1,0.9398806205328533
2852,50000.0,-400.0,8,0.9398470259799275
2853,-10000.0,-400.0,1,0.9398428267552956
2854,-10000.0,-400.0,2,0.9398344283690201
2855,-10000.0,-400.0,2,0.9398260300667279
2856,-10000.0,-400.0,1,0.9398218309470755
2857,-10000.0,-400.0,2,0.9398134327707569
2858,-10000.0,-400.0,3,0.939800835663744
2859,-10000.0,-400.0,4,0.9397840398149897
2860,-10000.0,-400.0,3,0.9397714431488677
2861,-10000.0,-400.0,1,0.9397672443021491
2862,-10000.0,-400.0,3,0.9397546478879579
2863,50000.0,200.0,5,0.9397336542841818
2864,-10000.0,200.0,1,0.9397294556264071
2865,-10000.0,200.0,2,0.9397210583738371
2866,50000.0,800.0,16,0.9396538833762029
2867,-10000.0,800.0,2,0.9396454868793517
2868,50000.0,1400.0,5,0.9396244960045668
2869,-10000.0,1400.0,2,0.9396160998015879
2870,-10000.0,1400.0,4,0.939599307647514
2871,50000.0,2000.0,7,0.9395699221859949
2872,50000.0,2600.0,9,0.9395321423895482
2873,-10000.0,2600.0,1,0.9395279447393303
2874,-10000.0,2600.0,12,0.9394775745737661
2875,-10000,2600.0,1,0.9394733771963868
2876,-10000.0,2600.0,1,0.9394691798399941
2877,-10000.0,2000.0,1,0.9394649825045883
2878,-10000.0,2000.0,3,0.93945239062429
2879,-10000.0,2000.0,3,0.9394397989328686
2880,-10000.0,2000.0,4,0.9394230103047767
2881,-10000.0,1400.0,5,0.9394020249918367
2882,-10000.0,1400.0,3,0.939389434055894
2883,-10000.0,1400.0,2,0.9393810402035229
2884,-10000.0,1400.0,2,0.9393726464350898
2885,-10000.0,1400.0,2,0.9393642527505939
2886,-10000.0,1400.0,2,0.9393558591500344
2887,-10000.0,1400.0,13,0.9393013027922905
2888,-10000.0,1400.0,1,0.9392971062962678
2889,-10000.0,800.0,3,0.9392845169340939
2890,50000.0,800.0,6,0.93925933877626
2891,-10000.0,800.0,3,0.9392467499805945
2892,-10000.0,200.0,3,0.9392341613737596
2893,-10000.0,200.0,1,0.9392299652134433
2894,-10000.0,200.0,5,0.9392089847265701
2895,-10000.0,200.0,5,0.9391880047642025
2896,-10000.0,200.0,3,0.9391754170385392
2897,-10000.0,-400.0,3,0.9391628295016905
2898,50000.0,200.0,5,0.9391418506931891
2899,-10000.0,200.0,10,0.9390998946495642
2900,-10000.0,200.0,2,0.9390915036925725
2901,50000.0,800.0,7,0.9390621360038809
2902,-10000.0,800.0,3,0.9390495501662348
2903,-10000.0,800.0,2,0.9390411597126856
2904,-10000.0,200.0,3,0.9390285741896816
2905,50000.0,800.0,6,0.9390034037100149
2906,-10000.0,200.0,2,0.9389950137179278
2907,-10000.0,-400.0,1,0.9389908187533467
2908,-10000.0,-400.0,2,0.9389824288871086
2909,-10000.0,-1000.0,6,0.9389572597917802
2910,50000.0,-400.0,3,0.9389446755272656
2911,50000.0,200.0,2,0.9389362861224574
2912,-10000.0,200.0,6,0.9389111184113913
2913,-10000.0,200.0,1,0.9389069238662856
2914,50000.0,800.0,6,0.938881757036074
2915,-10000.0,800.0,3,0.9388691739040921
2916,50000.0,800.0,8,0.9388356198082224
2917,-10000.0,800.0,1,0.9388314256406087
2918,50000.0,1400.0,8,0.9387978730546394
2919,-10000.0,1400.0,1,0.9387936790757591
2920,-10000.0,1400.0,2,0.9387852911809078
2921,-10000.0,1400.0,2,0.9387769033699351
2922,-10000.0,800.0,2,0.9387685156428401
2923,50000.0,1400.0,3,0.9387559342094665
2924,-10000.0,1400.0,1,0.9387517404402798
2925,50000.0,2000.0,5,0.9387307719088765
2926,50000.0,2600.0,5,0.93870980390168
2927,50000.0,3200.0,4,0.9386930298733428
2928,-10000.0,3200.0,1,0.9386888364186772
2929,-10000.0,3200.0,3,0.9386762561804829
2930,-10000.0,3200.0,1,0.9386720628096854
2931,50000.0,3200.0,14,0.9386133578199873
2932,-10000.0,3200.0,1,0.9386091647636808
2933,-10000.0,3200.0,2,0.9386007787139635
2934,-10000.0,3200.0,6,0.9385756210679688
2935,50000.0,3800.0,2,0.9385672353536867
2936,50000.0,4400.0,5,0.9385462714348529
2937,-10000.0,4400.0,4,0.9385295006771324
2938,50000.0,5000.0,4,0.9385127302548235
2939,-10000.0,4400.0,3,0.938500152658202
2940,-10000.0,4400.0,5,0.9384791904164147
2941,-10000.0,4400.0,2,0.9384708056664343
2942,-10000.0,4400.0,6,0.9384456519195723
2943,-10000.0,4400.0,3,0.9384330753291182
2944,-10000.0,3800.0,2,0.9384246910402865
2945,50000.0,4400.0,3,0.9384121147642432
2946,-10000.0,4400.0,5,0.9383911547233756
2947,-10000.0,4400.0,3,0.9383785789503734
2948,-10000.0,4400.0,5,0.9383576197478908
2949,50000.0,5000.0,10,0.9383157029148329
2950,50000.0,5600.0,18,0.9382402578966473
2951,-10000.0,5600.0,2,0.9382318755359802
2952,-10000.0,5000.0,2,0.9382234932591363
2953,50000.0,5600.0,8,0.9381899649899758
2954,-10000.0,5600.0,7,0.9381606288545865
2955,-10000.0,5600.0,2,0.9381522472902059
2956,-10000.0,5600.0,2,0.9381438658096404
2957,-10000.0,5600.0,1,0.9381396751007882
2958,-10000.0,5600.0,3,0.938127103099952
2959,-10000.0,5600.0,5,0.9381061501842869
2960,-10000.0,5600.0,8,0.9380726266087556
2961,-10000.0,5600.0,3,0.938060055613639
2962,50000.0,6200.0,6,0.9380349141890939
2963,-10000.0,5600.0,1,0.9380307240249984
2964,-10000.0,5600.0,6,0.9380055834803878
2965,-10000.0,5600.0,6,0.937980443689982
2966,-10000.0,5000.0,4,0.9379636842487032
2967,-10000.0,5000.0,3,0.9379511148877099
2968,-10000.0,4400.0,1,0.9379469251426099
2969,-10000.0,4400.0,1,0.9379427354184584
